election,election_date,locality,precinct,Early Voting,Election Day,Mailed Absentee,Provisional,Post-Election,TotalVoteTurnout,ActiveRegisteredVoters,InactiveRegisteredVoters,TotalRegisteredVoters
2025 November General,11/4/2025 0:00,ROCKINGHAM COUNTY,404 - NORTH RIVER,510,934,98,67,5,1614,3023,131,3154
2025 November General,11/4/2025 0:00,ROCKINGHAM COUNTY,405 - OTTOBINE,248,950,55,5,,1258,2050,44,2094
2025 November General,11/4/2025 0:00,ROCKINGHAM COUNTY,406 - EAST BRIDGEWATER,467,885,154,25,3,1534,2334,106,2440
2025 November General,11/4/2025 0:00,ROCKINGHAM COUNTY,501 - ELKTON,223,994,81,8,5,1311,2217,92,2309
2025 November General,11/4/2025 0:00,ROCKINGHAM COUNTY,502 - SWIFT RUN,357,1350,59,4,3,1773,3002,83,3085
2025 November General,11/4/2025 0:00,ROCKINGHAM COUNTY,503 - MCGAHEYSVILLE,497,1185,83,10,1,1776,2759,77,2836
2025 November General,11/4/2025 0:00,ROCKINGHAM COUNTY,504 - SOUTH FORK,186,602,34,5,2,829,1353,35,1388
2025 November General,11/4/2025 0:00,ROCKINGHAM COUNTY,505 - STONY RUN,386,736,117,3,3,1245,1982,111,2093
2025 November General,11/4/2025 0:00,ROCKINGHAM COUNTY,506 - DEEP RUN,130,551,39,3,3,726,1268,37,1305
2025 November General,11/4/2025 0:00,RUSSELL COUNTY,101 - MOCCASIN,211,503,36,2,3,755,1365,30,1395
2025 November General,11/4/2025 0:00,RUSSELL COUNTY,102 - COPPER CREEK,112,380,23,1,,516,1048,20,1068
2025 November General,11/4/2025 0:00,RUSSELL COUNTY,103 - SOUTH CASTLEWOOD,74,268,30,1,,373,839,14,853
2025 November General,11/4/2025 0:00,RUSSELL COUNTY,201 - NORTH CASTLEWOOD,314,719,61,6,5,1105,2390,67,2457
2025 November General,11/4/2025 0:00,RUSSELL COUNTY,202 - DANTE,27,157,8,2,1,195,519,14,533
2025 November General,11/4/2025 0:00,RUSSELL COUNTY,301 - COOKS MILL,35,157,6,,,198,430,8,438
2025 November General,11/4/2025 0:00,RUSSELL COUNTY,302 - DAUGHERTY,72,182,9,1,3,267,516,7,523
2025 November General,11/4/2025 0:00,RUSSELL COUNTY,303 - NEW GARDEN,122,441,24,1,4,592,1366,30,1396
2025 November General,11/4/2025 0:00,RUSSELL COUNTY,304 - CLEVELAND,71,266,15,1,,353,755,21,776
2025 November General,11/4/2025 0:00,RUSSELL COUNTY,401 - DRILL,5,52,3,,,60,154,8,162
2025 November General,11/4/2025 0:00,RUSSELL COUNTY,402 - SWORDS CREEK,174,661,23,6,1,865,1937,35,1972
2025 November General,11/4/2025 0:00,RUSSELL COUNTY,403 - HONAKER,83,277,16,,,376,978,33,1011
2025 November General,11/4/2025 0:00,RUSSELL COUNTY,501 - WEST LEBANON,599,864,85,3,7,1558,3172,89,3261
2025 November General,11/4/2025 0:00,RUSSELL COUNTY,601 -  EAST LEBANON,278,467,29,5,3,782,1526,30,1556
2025 November General,11/4/2025 0:00,RUSSELL COUNTY,602 - ELK GARDEN,234,747,32,4,5,1022,1902,45,1947
2025 November General,11/4/2025 0:00,SALEM CITY,001 - NORTH SALEM NO 2,749,377,101,28,2,1257,2046,149,2195
2025 November General,11/4/2025 0:00,SALEM CITY,002 - CONEHURST,177,329,42,5,4,557,1284,82,1366
2025 November General,11/4/2025 0:00,SALEM CITY,003 - BEVERLY HEIGHTS,316,283,48,2,3,652,1075,34,1109
2025 November General,11/4/2025 0:00,SALEM CITY,004 - WEST SALEM,492,419,70,4,2,987,1646,61,1707
2025 November General,11/4/2025 0:00,SALEM CITY,005 - NORTH SALEM NO 1,594,642,96,4,4,1340,2338,121,2459
2025 November General,11/4/2025 0:00,SALEM CITY,006 - SOUTH SALEM NO 1,271,394,58,6,3,732,1408,78,1486
2025 November General,11/4/2025 0:00,SALEM CITY,007 - SOUTH SALEM NO 2,354,377,63,6,1,801,1653,81,1734
2025 November General,11/4/2025 0:00,SALEM CITY,008 - EAST SALEM,105,204,40,2,6,357,820,54,874
2025 November General,11/4/2025 0:00,SALEM CITY,009 - SOUTH SIDE HILLS,638,588,121,2,3,1352,2317,90,2407
2025 November General,11/4/2025 0:00,SALEM CITY,010 - HIDDEN VALLEY,697,623,149,10,7,1486,2533,172,2705
2025 November General,11/4/2025 0:00,SCOTT COUNTY,101 - WEBER CITY,175,266,13,2,1,457,1113,49,1162
2025 November General,11/4/2025 0:00,SCOTT COUNTY,102 - YUMA,195,492,24,,,711,1430,23,1453
2025 November General,11/4/2025 0:00,SCOTT COUNTY,202 - WEBER CITY EAST,213,252,18,2,1,486,1026,28,1054
2025 November General,11/4/2025 0:00,SCOTT COUNTY,203 - HILTONS,198,483,24,2,2,709,1331,42,1373
2025 November General,11/4/2025 0:00,SCOTT COUNTY,204 - CLARK'S,38,148,3,1,,190,358,6,364
2025 November General,11/4/2025 0:00,SCOTT COUNTY,301 - NICKELSVILLE,104,339,15,2,,460,1028,31,1059
2025 November General,11/4/2025 0:00,SCOTT COUNTY,302 - SNOWFLAKE,97,267,11,2,,377,699,22,721
2025 November General,11/4/2025 0:00,SCOTT COUNTY,303 - TWIN SPRINGS,136,231,17,,,384,792,16,808
2025 November General,11/4/2025 0:00,SCOTT COUNTY,304 - COPPER CREEK,40,82,2,,,124,248,15,263
2025 November General,11/4/2025 0:00,SCOTT COUNTY,401 - GATE CITY,569,651,66,6,,1292,2850,109,2959
2025 November General,11/4/2025 0:00,SCOTT COUNTY,501 - DUNGANNON,68,150,9,1,3,231,613,12,625
2025 November General,11/4/2025 0:00,SCOTT COUNTY,502 - FORT BLACKMORE,70,205,5,2,,282,644,15,659
2025 November General,11/4/2025 0:00,SCOTT COUNTY,503 - MANVILLE,73,124,6,,,203,441,14,455
2025 November General,11/4/2025 0:00,SCOTT COUNTY,504 - RYE COVE,110,304,9,3,1,427,869,25,894
2025 November General,11/4/2025 0:00,SCOTT COUNTY,601 - CLINCHPORT,74,181,22,2,,279,662,18,680
2025 November General,11/4/2025 0:00,SCOTT COUNTY,602 - DUFFIELD-PATTONSVILLE,128,459,32,7,,626,1331,37,1368
2025 November General,11/4/2025 0:00,SCOTT COUNTY,603 - FAIRVIEW,26,122,7,,,155,345,5,350
2025 November General,11/4/2025 0:00,SHENANDOAH COUNTY,101 - ORKNEY SPRINGS,303,643,66,7,2,1021,1689,51,1740
2025 November General,11/4/2025 0:00,SHENANDOAH COUNTY,103 - NEW MARKET,544,1411,102,7,8,2072,3685,114,3799
2025 November General,11/4/2025 0:00,SHENANDOAH COUNTY,201 - CONICVILLE,603,1109,69,7,10,1798,2985,67,3052
2025 November General,11/4/2025 0:00,SHENANDOAH COUNTY,202 - MT JACKSON,268,902,43,7,3,1223,2384,74,2458
2025 November General,11/4/2025 0:00,SHENANDOAH COUNTY,302 - EDINBURG,421,700,34,5,2,1162,1989,56,2045
2025 November General,11/4/2025 0:00,SHENANDOAH COUNTY,303 - ST LUKE,670,922,60,8,1,1661,2671,54,2725
2025 November General,11/4/2025 0:00,SHENANDOAH COUNTY,304 - FORT VALLEY,224,524,30,7,2,787,1215,35,1250
2025 November General,11/4/2025 0:00,SHENANDOAH COUNTY,401 - WOODSTOCK NORTH,747,664,73,7,7,1498,2619,100,2719
2025 November General,11/4/2025 0:00,SHENANDOAH COUNTY,402 - WOODSTOCK SOUTH,521,491,81,4,3,1100,2235,108,2343
2025 November General,11/4/2025 0:00,SHENANDOAH COUNTY,501 - CEDAR CREEK,16,119,1,,,136,217,6,223
2025 November General,11/4/2025 0:00,SHENANDOAH COUNTY,503 - TOMS BROOK,758,1006,96,6,2,1868,3295,74,3369
2025 November General,11/4/2025 0:00,SHENANDOAH COUNTY,504 - LEBANON CHURCH,343,976,47,7,1,1374,2290,48,2338
2025 November General,11/4/2025 0:00,SHENANDOAH COUNTY,601 - STRASBURG WEST,343,789,84,7,11,1234,2682,123,2805
2025 November General,11/4/2025 0:00,SHENANDOAH COUNTY,602 - STRASBURG EAST,391,858,109,13,8,1379,2715,126,2841
2025 November General,11/4/2025 0:00,SMYTH COUNTY,101 - SALTVILLE,120,1033,72,6,3,1234,2750,76,2826
2025 November General,11/4/2025 0:00,SMYTH COUNTY,201 - SEVEN MILE FORD,214,740,61,3,2,1020,2030,63,2093
2025 November General,11/4/2025 0:00,SMYTH COUNTY,202 - RICH VALLEY,46,329,11,1,,387,772,15,787
2025 November General,11/4/2025 0:00,SMYTH COUNTY,301 - CHILHOWIE,260,1183,54,2,11,1510,2933,90,3023
2025 November General,11/4/2025 0:00,SMYTH COUNTY,401 - EAST PARK,341,883,93,11,3,1331,2811,161,2972
2025 November General,11/4/2025 0:00,SMYTH COUNTY,501 - ATKINS,105,718,45,5,1,874,1778,56,1834
2025 November General,11/4/2025 0:00,SMYTH COUNTY,502 - WASSONA,185,428,69,3,2,687,1177,26,1203
2025 November General,11/4/2025 0:00,SMYTH COUNTY,601 - ROYAL OAK EAST,201,580,57,3,4,845,1907,82,1989
2025 November General,11/4/2025 0:00,SMYTH COUNTY,602 - ROYAL OAK WEST,89,426,13,,,528,911,20,931
2025 November General,11/4/2025 0:00,SMYTH COUNTY,701 - ADWOLFE,140,777,39,4,,960,1848,49,1897
2025 November General,11/4/2025 0:00,SMYTH COUNTY,702 - SUGAR GROVE,66,492,28,3,1,590,1089,34,1123
2025 November General,11/4/2025 0:00,SMYTH COUNTY,703 - KONNAROCK,16,65,3,,,84,157,3,160
2025 November General,11/4/2025 0:00,SOUTHAMPTON COUNTY,101 - BERLIN,156,443,28,1,1,629,1026,27,1053
2025 November General,11/4/2025 0:00,SOUTHAMPTON COUNTY,102 - IVOR,145,599,32,7,2,785,1317,42,1359
2025 November General,11/4/2025 0:00,SOUTHAMPTON COUNTY,201 - BOYKINS-BRANCHVILLE,195,501,53,5,1,755,1520,32,1552
2025 November General,11/4/2025 0:00,SOUTHAMPTON COUNTY,301 - CAPRON-DREWRYVILLE,304,472,56,5,2,839,1485,43,1528
2025 November General,11/4/2025 0:00,SOUTHAMPTON COUNTY,302 - SEBRELL,206,347,37,1,2,593,1010,30,1040
2025 November General,11/4/2025 0:00,SOUTHAMPTON COUNTY,501 - DARDEN MILL,228,368,50,4,1,651,1090,29,1119
2025 November General,11/4/2025 0:00,SOUTHAMPTON COUNTY,502 - FAIRGROUNDS,349,362,51,,1,763,1161,32,1193
2025 November General,11/4/2025 0:00,SOUTHAMPTON COUNTY,601 - COURTLAND,315,444,73,2,3,837,1460,70,1530
2025 November General,11/4/2025 0:00,SOUTHAMPTON COUNTY,602 - SEDLEY,38,162,4,1,,205,304,5,309
2025 November General,11/4/2025 0:00,SOUTHAMPTON COUNTY,701 - BLACKWATER RIVER,179,490,51,,,720,1467,87,1554
2025 November General,11/4/2025 0:00,SOUTHAMPTON COUNTY,702 - NEWSOMS,203,455,36,2,,696,1173,33,1206
2025 November General,11/4/2025 0:00,SPOTSYLVANIA COUNTY,101 - PARTLOW RURITAN,466,1242,98,13,16,1835,3294,82,3376
2025 November General,11/4/2025 0:00,SPOTSYLVANIA COUNTY,102 - BERKELEY,555,1202,123,13,10,1903,3678,83,3761
2025 November General,11/4/2025 0:00,SPOTSYLVANIA COUNTY,103 - JOHN J WRIGHT,1131,1767,303,32,9,3242,5868,138,6006
2025 November General,11/4/2025 0:00,SPOTSYLVANIA COUNTY,104 - MASSAPONAX HIGH,823,1258,168,47,6,2302,4648,228,4876
2025 November General,11/4/2025 0:00,SPOTSYLVANIA COUNTY,201 - WILDERNESS ELEMENTARY,403,916,130,12,8,1469,2608,87,2695
2025 November General,11/4/2025 0:00,SPOTSYLVANIA COUNTY,202 - FIRE RESCUE 7,763,1642,245,23,18,2691,4671,147,4818
2025 November General,11/4/2025 0:00,SPOTSYLVANIA COUNTY,203 - NI RIVER MIDDLE,865,1297,283,22,16,2483,4082,120,4202
2025 November General,11/4/2025 0:00,SPOTSYLVANIA COUNTY,204 - CHANCELLOR ELEMENTARY,618,1341,217,21,7,2204,4174,154,4328
2025 November General,11/4/2025 0:00,SPOTSYLVANIA COUNTY,301 - SALEM ELEMENTARY,390,797,229,20,5,1441,2852,129,2981
2025 November General,11/4/2025 0:00,SPOTSYLVANIA COUNTY,302 - SALEM LIBRARY,861,1269,270,31,20,2451,4601,172,4773
2025 November General,11/4/2025 0:00,SPOTSYLVANIA COUNTY,303 - RIVERBEND HIGH,1099,1413,447,18,16,2993,4633,114,4747
2025 November General,11/4/2025 0:00,SPOTSYLVANIA COUNTY,304 - KNIGHTS OF PYTHIAS,688,807,213,16,6,1730,3210,113,3323
2025 November General,11/4/2025 0:00,SPOTSYLVANIA COUNTY,401 - COSNER PARK,589,1111,209,14,9,1932,3679,129,3808
2025 November General,11/4/2025 0:00,SPOTSYLVANIA COUNTY,402 - GERMANNA CAMPUS,1068,919,234,12,7,2240,4189,206,4395
2025 November General,11/4/2025 0:00,SPOTSYLVANIA COUNTY,403 - LEE HILL ELEMENTARY,862,1240,202,20,12,2336,4222,176,4398
2025 November General,11/4/2025 0:00,SPOTSYLVANIA COUNTY,404 - NEW POST CHURCH,508,724,110,16,3,1361,2469,102,2571
2025 November General,11/4/2025 0:00,SPOTSYLVANIA COUNTY,501 - BELMONT RURITAN,375,1074,125,22,8,1604,2884,76,2960
2025 November General,11/4/2025 0:00,SPOTSYLVANIA COUNTY,502 - FIRE RESCUE 2,414,947,104,11,7,1483,2621,69,2690
2025 November General,11/4/2025 0:00,SPOTSYLVANIA COUNTY,503 - SPOTSYLVANIA HIGH,434,969,98,12,4,1517,2715,62,2777
2025 November General,11/4/2025 0:00,SPOTSYLVANIA COUNTY,504 - PUBLIC SAFETY,781,1151,194,19,6,2151,3787,122,3909
2025 November General,11/4/2025 0:00,SPOTSYLVANIA COUNTY,505 - BROCK ROAD ELEMENTARY,1049,1699,357,23,21,3149,4935,113,5048
2025 November General,11/4/2025 0:00,SPOTSYLVANIA COUNTY,601 - BATTLEFIELD ELEMENTARY,585,1072,199,9,4,1869,3715,112,3827
2025 November General,11/4/2025 0:00,SPOTSYLVANIA COUNTY,602 - SMITH STATION ELEMENTARY,600,1396,241,28,16,2281,4344,165,4509
2025 November General,11/4/2025 0:00,SPOTSYLVANIA COUNTY,603 - CHANCELLOR HIGH,372,860,112,13,5,1362,2826,111,2937
2025 November General,11/4/2025 0:00,SPOTSYLVANIA COUNTY,604 - COURTHOUSE ROAD ELEMENTARY,602,827,161,8,10,1608,3025,132,3157
2025 November General,11/4/2025 0:00,SPOTSYLVANIA COUNTY,701 - SPOTSWOOD ELEMENTARY,591,935,146,17,15,1704,3389,147,3536
2025 November General,11/4/2025 0:00,SPOTSYLVANIA COUNTY,702 - EASTLAND CHURCH,567,985,180,27,13,1772,3806,222,4028
2025 November General,11/4/2025 0:00,SPOTSYLVANIA COUNTY,703 - LEES PARKE,626,1286,164,26,14,2116,4146,148,4294
2025 November General,11/4/2025 0:00,SPOTSYLVANIA COUNTY,704 - COURTLAND ELEMENTARY,1403,1040,315,8,12,2778,4049,102,4151
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,101 - HARTWOOD,788,1902,241,31,35,2997,4833,177,5010
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,102 - SIMPSON,740,1176,190,22,35,2163,3401,115,3516
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,103 - COLLEGE,370,1234,140,18,22,1784,3066,121,3187
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,104 - WESTLAKE,355,902,116,7,24,1404,2210,53,2263
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,105 - ROCKY RUN,220,711,69,17,18,1035,1858,144,2002
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,106 - FORGE,334,550,89,12,16,1001,1736,117,1853
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,201 - ROCK HILL,697,1532,212,26,36,2503,4400,217,4617
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,202 - ROSEVILLE,739,1129,208,9,30,2115,3470,149,3619
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,203 - RUBY,366,1226,109,17,14,1732,3013,137,3150
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,204 - STEFANIGA,719,1253,150,20,21,2163,3596,163,3759
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,205 - MOUNT ARARAT,222,561,61,5,9,858,1537,67,1604
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,301 - STAFFORDBORO,205,563,87,10,8,873,2134,143,2277
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,302 - WIDEWATER,351,912,111,20,10,1404,2595,87,2682
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,303 - BARRETT HEIGHTS,208,556,89,9,5,867,1930,88,2018
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,304 - AQUIA EPISCOPAL,167,324,39,5,5,540,1051,68,1119
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,305 - GRIFFIS,166,285,48,8,3,510,1242,117,1359
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,306 - MIDWAY,297,756,127,24,18,1222,2828,148,2976
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,401 - COURTHOUSE,614,1004,130,16,29,1793,3860,259,4119
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,402 - BROOKE,583,764,98,6,8,1459,2324,116,2440
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,403 - HARBOUR,262,936,95,20,9,1322,2271,111,2382
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,404 - GOVERNMENT ISLAND,438,1105,102,10,19,1674,2841,147,2988
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,405 - HOPE,952,1306,210,27,30,2525,4415,217,4632
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,406 - AQUIA,73,158,20,3,5,259,815,109,924
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,501 - GRAFTON,665,1930,294,28,24,2941,4827,180,5007
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,502 - FALMOUTH,504,1262,199,17,35,2017,3189,133,3322
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,503 - DREW,595,1561,205,26,25,2412,4321,179,4500
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,504 - GAYLE,539,966,301,19,17,1842,3145,165,3310
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,505 - ESKIMO HILL,267,327,56,10,14,674,1341,70,1411
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,601 - FERRY FARM,378,1342,178,17,22,1937,2988,108,3096
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,602 - CHATHAM,407,1492,214,20,20,2153,3720,179,3899
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,603 - WHITE OAK,421,1716,173,14,19,2343,3650,114,3764
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,604 - ENGLAND RUN,98,510,76,20,13,717,1726,163,1889
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,605 - MELCHERS,1071,1133,468,19,31,2722,4500,197,4697
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,701 - PARK RIDGE,623,1361,163,36,34,2217,4104,245,4349
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,702 - WHITSON,426,856,126,25,27,1460,3158,211,3369
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,703 - HAMPTON,913,1323,200,31,30,2497,4175,195,4370
2025 November General,11/4/2025 0:00,STAFFORD COUNTY,704 - POOLE ,1308,1622,275,54,50,3309,5627,266,5893
2025 November General,11/4/2025 0:00,STAUNTON CITY,101 - WARD NO 1,699,1289,212,24,12,2236,4274,205,4479
2025 November General,11/4/2025 0:00,STAUNTON CITY,201 - WARD NO 2,748,1361,196,28,16,2349,4392,174,4566
2025 November General,11/4/2025 0:00,STAUNTON CITY,301 - WARD NO 3,818,1178,157,11,11,2175,3409,118,3527
2025 November General,11/4/2025 0:00,STAUNTON CITY,401 - WARD NO 4,738,965,214,13,10,1940,2929,113,3042
2025 November General,11/4/2025 0:00,STAUNTON CITY,501 - WARD NO 5,918,1016,205,44,14,2197,3492,225,3717
2025 November General,11/4/2025 0:00,SUFFOLK CITY,101 - BELLEHARBOUR,174,599,98,8,19,898,1440,90,1530
2025 November General,11/4/2025 0:00,SUFFOLK CITY,102 - DRIVER,839,1873,231,29,47,3019,4541,167,4708
2025 November General,11/4/2025 0:00,SUFFOLK CITY,104 - BENNETTS CREEK,227,776,73,17,27,1120,1787,80,1867
2025 November General,11/4/2025 0:00,SUFFOLK CITY,105 - HARBOURVIEW,776,1437,326,23,78,2640,4209,222,4431
2025 November General,11/4/2025 0:00,SUFFOLK CITY,201 - EBENEZER,262,1052,130,10,27,1481,2095,75,2170
2025 November General,11/4/2025 0:00,SUFFOLK CITY,202 - CHUCKATUCK,347,996,72,12,24,1451,2349,87,2436
2025 November General,11/4/2025 0:00,SUFFOLK CITY,203 - KINGS FORK,708,1117,164,28,48,2065,3620,233,3853
2025 November General,11/4/2025 0:00,SUFFOLK CITY,204 - HILLPOINT,631,1163,153,25,37,2009,3687,267,3954
2025 November General,11/4/2025 0:00,SUFFOLK CITY,301 - WHITE MARSH,176,201,34,5,7,423,752,53,805
2025 November General,11/4/2025 0:00,SUFFOLK CITY,302 - JOHN F KENNEDY,539,760,139,22,37,1497,2917,146,3063
2025 November General,11/4/2025 0:00,SUFFOLK CITY,304 - NANSEMOND RIVER,667,1004,167,19,30,1887,3192,178,3370
2025 November General,11/4/2025 0:00,SUFFOLK CITY,305 - SHOULDERS HILL,202,599,60,18,19,898,1345,52,1397
2025 November General,11/4/2025 0:00,SUFFOLK CITY,306 - DEERFIELD,273,920,102,14,22,1331,2126,128,2254
2025 November General,11/4/2025 0:00,SUFFOLK CITY,401 - AIRPORT,453,593,101,8,14,1169,2071,93,2164
2025 November General,11/4/2025 0:00,SUFFOLK CITY,402 - WHALEYVILLE,376,986,82,4,25,1473,2416,110,2526
2025 November General,11/4/2025 0:00,SUFFOLK CITY,403 - SOUTHSIDE,226,386,68,5,16,701,1650,182,1832
2025 November General,11/4/2025 0:00,SUFFOLK CITY,404 - BOOKER T WASHINGTON,353,613,81,7,15,1069,2465,165,2630
2025 November General,11/4/2025 0:00,SUFFOLK CITY,405 - HOLLYWOOD,166,376,52,15,15,624,1364,90,1454
2025 November General,11/4/2025 0:00,SUFFOLK CITY,501 - KILBYS MILL,784,1018,104,10,24,1940,3329,213,3542
2025 November General,11/4/2025 0:00,SUFFOLK CITY,502 - HOLLAND,344,725,87,2,28,1186,2020,68,2088
2025 November General,11/4/2025 0:00,SUFFOLK CITY,504 - LAKE COHOON,1083,1537,225,26,46,2917,4516,182,4698
2025 November General,11/4/2025 0:00,SUFFOLK CITY,505 - PITTMANTOWN,289,608,73,5,11,986,1674,61,1735
2025 November General,11/4/2025 0:00,SUFFOLK CITY,601 - LAKESIDE,609,777,118,10,31,1545,2988,318,3306
2025 November General,11/4/2025 0:00,SUFFOLK CITY,602 - OLDE TOWNE,135,251,33,5,3,427,915,88,1003
2025 November General,11/4/2025 0:00,SUFFOLK CITY,603 - ELEPHANTS FORK/WESTHAVEN,183,356,41,2,11,593,1175,114,1289
2025 November General,11/4/2025 0:00,SUFFOLK CITY,604 - WILROY,582,894,89,8,22,1595,2711,146,2857
2025 November General,11/4/2025 0:00,SUFFOLK CITY,605 - MACK BENN JR,121,209,38,2,6,376,817,53,870
2025 November General,11/4/2025 0:00,SUFFOLK CITY,703 - PUGHSVILLE,203,829,100,22,29,1183,2219,130,2349
2025 November General,11/4/2025 0:00,SUFFOLK CITY,704 - BURBAGE GRANT,317,1313,150,25,27,1832,2974,159,3133
2025 November General,11/4/2025 0:00,SUFFOLK CITY,706 - HUNTERSVILLE,227,1132,96,32,41,1528,3280,308,3588
2025 November General,11/4/2025 0:00,SURRY COUNTY,101 - SURRY,364,338,69,2,4,777,1177,42,1219
2025 November General,11/4/2025 0:00,SURRY COUNTY,201 - BACONS CASTLE,214,406,69,4,2,695,1111,22,1133
2025 November General,11/4/2025 0:00,SURRY COUNTY,301 - DENDRON,239,417,61,2,2,721,1126,25,1151
2025 November General,11/4/2025 0:00,SURRY COUNTY,401 - CARSLEY,234,428,71,4,1,738,1166,26,1192
2025 November General,11/4/2025 0:00,SURRY COUNTY,501 - CLAREMONT,150,274,39,1,,464,681,13,694
2025 November General,11/4/2025 0:00,SURRY COUNTY,502 - SPRING GROVE,74,99,28,3,1,205,356,12,368
2025 November General,11/4/2025 0:00,SUSSEX COUNTY,101 - WAVERLY,84,367,39,4,2,496,1028,21,1049
2025 November General,11/4/2025 0:00,SUSSEX COUNTY,201 - STONY CREEK,162,378,23,5,2,570,1034,26,1060
2025 November General,11/4/2025 0:00,SUSSEX COUNTY,301 - COURTHOUSE,108,104,8,,,220,377,5,382
2025 November General,11/4/2025 0:00,SUSSEX COUNTY,302 - NEWVILLE ONE,67,95,6,,,168,259,14,273
2025 November General,11/4/2025 0:00,SUSSEX COUNTY,401 - WAKEFIELD FIREHOUSE,85,506,47,1,2,641,1151,61,1212
2025 November General,11/4/2025 0:00,SUSSEX COUNTY,501 - HENRY,99,404,36,2,2,543,1013,38,1051
2025 November General,11/4/2025 0:00,SUSSEX COUNTY,601 - BLACKWATER,115,306,35,3,2,461,861,25,886
2025 November General,11/4/2025 0:00,SUSSEX COUNTY,602 - WAKEFIELD,33,123,6,,3,165,253,7,260
2025 November General,11/4/2025 0:00,SUSSEX COUNTY,701 - YALE,175,202,5,,,382,666,21,687
2025 November General,11/4/2025 0:00,SUSSEX COUNTY,702 - NEWVILLE TWO,79,110,14,2,1,206,392,16,408
2025 November General,11/4/2025 0:00,TAZEWELL COUNTY,101 - INDIAN VALLEY,66,283,26,2,2,379,879,85,964
2025 November General,11/4/2025 0:00,TAZEWELL COUNTY,102 - TIP TOP,118,184,10,3,,315,678,51,729
2025 November General,11/4/2025 0:00,TAZEWELL COUNTY,103 - MUNDY TOWN,318,307,26,1,,652,1512,135,1647
